fwag,male,asian_indian,white,tradeunion,schooling,cert_nomat,dip_nomat,cert_mat,dip_mat,bachelors,honours,married,homerooms,homeroomssq,hhintmonth_5,hhintmonth_7,hhintmonth_10,hhintmonth_11,hhintmonth_12,province_2,province_3,province_4,province_6,province_7,province_8,province_9,geo2011_3,coloured,best_age_yrs,agesq,schoolingsq,bach_dip,hhintmonth_3,hhintmonth_4,hhintmonth_6,hhintmonth_8,hhintmonth_9,province_5,geo2011_2,ident,original,pesos
5300,1,0,0,1,8,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1225,64,0,0,0,0,0,1,0,1,37444,5300,338.2298889160156
2800,0,0,0,0,11,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,1024,121,0,0,0,0,0,1,0,1,10911,2800,338.2298889160156
14609,0,0,1,1,12,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,3025,144,0,0,1,0,0,0,0,1,29324,14609,980.24285888671875
3000,0,0,0,0,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,1681,121,0,0,0,0,0,0,0,1,6294,3000,13105.9873046875
5000,1,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,1089,144,0,0,0,0,0,0,0,1,34729,5000,13105.9873046875
3100,0,0,0,0,12,1,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2025,144,0,0,0,0,1,0,0,1,27847,3100,517.833984375
5300,0,0,0,1,6,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51,2601,36,0,0,1,0,0,0,0,0,39381,5300,3215.146240234375
5300,0,0,0,0,12,1,0,0,0,0,0,0,6,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,625,144,0,0,0,0,0,0,0,1,27469,5300,2215.086669921875
6200,0,0,0,1,11,0,0,0,0,0,0,0,6,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,40,1600,121,0,0,0,0,0,0,0,1,11927,6200,2215.086669921875
4700,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,784,121,0,0,0,1,0,0,0,1,16950,4700,3522.769287109375
1464,1,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,400,64,0,0,0,0,1,0,0,1,9353,1464,235.0906524658203
800,0,0,0,0,9,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2025,81,0,0,0,0,1,0,0,1,15422,800,235.0906524658203
2464,1,0,0,0,5,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2116,25,0,0,0,0,1,0,0,1,39421,2464,235.0906524658203
1500,0,0,0,0,11,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,2500,121,0,0,1,0,0,0,0,1,13018,1500,192.0858612060547
2900,0,0,0,0,7,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1936,49,0,0,1,0,0,0,1,0,17325,2900,265.6923522949219
1500,1,0,0,0,6,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,2025,36,0,0,1,0,0,0,0,0,6622,1500,10163.7763671875
11000,1,0,0,0,12,0,1,0,0,0,0,1,4,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,1225,144,0,0,0,0,0,0,0,1,24365,11000,878.92706298828125
1300,0,0,0,0,7,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,1764,49,0,0,1,0,0,0,0,1,37531,1300,1499.7884521484375
6000,0,0,0,0,12,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,484,144,0,0,1,0,0,0,0,1,21013,6000,761.816650390625
2400,0,0,0,0,11,0,0,0,0,0,0,0,4,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,29,841,121,0,0,0,0,0,0,0,1,14557,2400,773.57818603515625
6000,1,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,625,144,0,0,0,0,0,0,0,1,16956,6000,2419.528076171875
10265,0,0,0,1,12,0,0,0,0,0,0,1,7,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,2116,144,1,0,0,0,0,0,0,1,20667,10265,3728.553466796875
33000,1,0,0,0,12,0,0,0,0,0,1,1,7,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,2304,144,0,0,0,0,0,0,0,1,29189,33000,3728.553466796875
34500,1,0,1,1,12,0,0,0,0,0,0,1,5,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36,1296,144,0,0,0,0,0,0,0,1,13137,34500,771.8701171875
17000,0,0,1,0,12,1,0,0,0,0,0,1,5,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,29,841,144,0,0,0,0,0,0,0,1,40489,17000,771.8701171875
1800,1,0,0,0,10,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,484,100,0,1,0,0,0,0,1,0,37293,1800,118.50155639648438
1800,0,0,0,0,12,0,0,1,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,625,144,0,1,0,0,0,0,1,0,22329,1800,118.50155639648438
2000,1,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,784,100,0,0,1,0,0,0,0,0,8542,2000,888.484375
3000,0,0,0,0,11,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,33,1089,121,0,0,0,0,0,0,0,1,25369,3000,3488.781982421875
3600,1,0,0,1,9,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,676,81,0,0,0,1,0,0,0,1,25779,3600,3345.100341796875
10100,1,0,0,1,12,0,0,0,0,0,1,0,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,676,144,0,1,0,0,0,0,0,0,22163,10100,2611.096435546875
1800,1,0,0,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,441,100,0,0,1,0,0,0,0,0,22981,1800,3058.150634765625
44000,1,0,1,0,12,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,4096,144,0,0,1,0,0,0,0,1,24864,44000,1261.4056396484375
15000,1,0,0,0,12,0,0,0,0,1,0,0,9,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1156,144,0,1,0,0,0,0,0,0,8804,15000,2074.430419921875
1400,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,3364,0,0,1,0,0,0,0,0,1,27530,1400,429.0749816894531
3000,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,44,1936,0,0,0,0,0,0,0,0,1,3151,3000,189.18984985351563
8000,0,0,0,1,11,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,2209,121,0,0,0,0,0,0,0,1,36977,8000,2058.17138671875
17000,1,0,0,1,12,0,0,0,1,0,0,1,3,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,44,1936,144,0,0,0,0,0,0,0,0,32406,17000,8226.6796875
1500,0,0,0,0,10,0,0,0,0,0,0,1,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,784,100,0,0,0,0,0,1,0,1,35060,1500,1074.3782958984375
5600,1,0,0,0,10,0,0,0,0,0,0,1,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1024,100,0,0,0,0,0,1,0,1,8227,5600,1074.3782958984375
4450,1,0,0,0,11,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,1225,121,0,0,1,0,0,0,0,1,25965,4450,1846.284912109375
3000,0,0,0,0,11,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,676,121,0,0,0,0,0,0,0,1,20310,3000,9791.26953125
11000,0,0,1,0,12,0,0,0,0,0,0,0,6,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,41,1681,144,0,0,0,0,0,0,0,1,2170,11000,1240.0008544921875
6000,0,0,1,0,12,0,0,0,0,0,0,0,6,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,441,144,0,0,0,0,0,0,0,1,2772,6000,1240.0008544921875
1200,0,0,0,0,7,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1369,49,0,0,0,0,1,0,1,0,35550,1200,586.5518798828125
2000,0,0,0,0,12,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,625,144,0,0,0,0,1,0,1,0,12561,2000,586.5518798828125
2500,1,0,0,0,12,1,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,2025,144,0,0,0,0,0,1,0,1,25461,2500,152.42181396484375
2200,0,0,0,0,12,1,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,2401,144,0,0,0,0,0,1,0,1,32881,2200,152.42181396484375
16000,0,0,0,1,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41,1681,144,0,0,1,0,0,0,0,0,14365,16000,1323.9520263671875
6000,0,0,0,0,12,0,0,0,0,0,0,0,5,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1600,144,0,0,0,0,0,0,1,1,39731,6000,17099.669921875
22600,0,0,0,1,12,0,0,0,0,0,1,0,7,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1296,144,0,0,0,0,0,0,0,1,584,22600,12286.7685546875
2000,0,0,0,0,12,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,529,144,0,0,0,0,0,1,1,0,20645,2000,599.20904541015625
650,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,60,3600,0,0,0,0,0,0,0,1,0,7318,650,1193.252197265625
27000,1,0,1,0,12,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1156,144,0,0,0,0,1,0,0,1,40696,27000,1097.79052734375
4800,0,0,0,1,12,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1444,144,0,0,1,0,0,0,1,1,6230,4800,2174.36572265625
4000,0,0,0,1,12,0,0,0,0,1,0,1,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2209,144,0,0,0,0,0,1,1,0,31658,4000,182.8483123779297
11000,0,0,0,1,12,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,729,144,1,0,1,0,0,0,0,1,40764,11000,1448.1312255859375
13305,0,0,0,1,12,0,0,0,1,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,2916,144,0,0,1,0,0,0,0,1,5336,13305,1448.1312255859375
27000,1,0,1,0,12,0,1,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,2916,144,0,1,0,0,0,0,0,1,23340,27000,1498.5526123046875
1600,1,0,0,0,9,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,441,81,0,0,1,0,0,0,1,0,1756,1600,3584.20703125
14000,1,0,0,1,12,0,0,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,961,144,0,1,0,0,0,0,1,1,38796,14000,873.8743896484375
12000,0,0,0,1,12,0,0,0,1,0,0,1,6,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58,3364,144,0,0,0,0,0,0,0,1,35835,12000,368.4830322265625
3100,0,0,0,1,12,0,0,0,0,0,0,0,4,16,0,0,0,1,0,1,0,0,0,0,0,0,0,1,38,1444,144,0,0,0,0,0,0,0,1,22483,3100,2772.153076171875
5000,1,0,0,0,11,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,1089,121,0,0,0,1,0,0,0,1,15794,5000,888.7080078125
4000,1,0,0,1,0,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,3600,0,0,1,0,0,0,0,0,1,12814,4000,482.6575927734375
600,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,2916,0,0,0,0,0,0,0,1,0,27354,600,898.72247314453125
3800,1,0,0,0,11,0,0,0,0,0,0,0,5,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,841,121,0,0,0,0,1,0,0,1,14387,3800,1945.2332763671875
1600,0,0,0,0,7,0,0,0,0,0,0,1,5,25,0,1,0,0,0,0,1,0,0,0,0,0,1,1,22,484,49,0,0,0,0,0,0,0,0,4384,1600,121.25308990478516
14000,0,0,0,1,12,0,0,0,0,1,0,0,5,25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,37,1369,144,0,0,0,0,0,0,0,1,20952,14000,1919.35693359375
3700,1,0,0,0,12,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,441,144,0,0,0,0,1,0,1,1,39644,3700,2312.06640625
3000,0,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1089,144,0,0,0,0,1,0,1,1,28271,3000,681.35113525390625
650,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57,3249,0,0,1,0,0,0,0,0,0,10114,650,1109.6678466796875
750,1,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1024,144,0,0,0,0,0,0,0,1,16879,750,9590.6865234375
1400,0,0,0,0,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,576,121,0,0,0,0,0,0,0,1,37487,1400,9590.6865234375
8000,1,0,0,1,9,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3136,81,0,0,0,0,0,0,0,1,21884,8000,478.7358703613281
800,0,0,0,0,12,0,0,0,0,0,0,0,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,400,144,0,1,0,0,0,0,1,0,32548,800,161.19607543945313
18000,0,0,0,0,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2704,144,1,0,1,0,0,0,1,1,5081,18000,804.54437255859375
8300,0,0,0,1,12,0,0,0,1,0,0,0,4,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,37,1369,144,0,0,0,0,0,0,0,1,32715,8300,743.23101806640625
10000,0,0,0,1,12,0,0,0,0,0,0,0,4,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,33,1089,144,0,0,0,0,0,0,0,1,13285,10000,743.23101806640625
2345,0,0,0,0,12,0,0,0,0,0,0,1,5,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,49,2401,144,0,0,0,0,0,0,0,1,36224,2345,1614.217041015625
7500,0,0,0,1,11,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,47,2209,121,0,0,0,0,1,0,0,1,22747,7500,534.56072998046875
3400,1,0,0,1,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,1225,121,0,0,1,0,0,0,0,1,21655,3400,712.9105224609375
2980,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,32,1024,81,0,0,0,0,0,0,1,0,782,2980,744.82318115234375
3000,1,0,0,1,10,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,3025,100,0,0,1,0,0,0,0,1,21476,3000,1354.5367431640625
2900,0,0,0,1,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,1849,144,0,0,0,0,0,0,0,1,811,2900,1368.0028076171875
17900,0,0,0,1,12,0,0,0,0,0,1,1,8,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,2209,144,0,1,0,0,0,0,0,0,2702,17900,1397.1201171875
10500,1,0,0,0,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,900,144,0,0,0,0,0,1,1,0,39176,10500,1562.45068359375
4000,0,0,0,0,12,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1225,144,0,1,0,0,0,0,0,0,30714,4000,5503.0888671875
4000,1,0,0,0,7,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,2704,49,0,0,1,0,0,0,0,1,8331,4000,151.1559295654297
5600,0,0,0,1,7,0,0,0,0,0,0,1,8,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,2916,49,0,0,0,0,0,0,0,0,1314,5600,1943.4964599609375
3700,1,0,0,0,12,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,625,144,0,0,1,0,0,0,1,0,57,3700,5582.0576171875
2400,1,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,34,1156,121,0,0,0,0,0,0,0,1,9938,2400,768.05194091796875
20000,0,0,1,0,12,0,0,0,0,1,0,1,9,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,4096,144,0,0,0,0,1,0,0,1,27283,20000,1609.4144287109375
13000,0,0,0,1,12,0,0,0,1,0,0,0,4,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,51,2601,144,0,0,0,0,0,0,0,1,38537,13000,3469.033203125
21000,0,0,0,0,12,0,0,0,0,1,0,0,8,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,3481,144,0,0,0,0,0,1,0,1,27887,21000,537.6837158203125
14000,0,0,0,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,784,144,0,0,0,0,0,0,0,1,21308,14000,2735.48486328125
28000,1,0,0,1,12,0,0,0,1,0,0,1,7,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,784,144,0,0,0,1,0,0,0,1,37953,28000,1051.7342529296875
3000,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,56,3136,0,0,0,0,0,0,0,0,1,19910,3000,902.30133056640625
12000,1,0,0,1,12,1,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,3481,144,0,0,0,0,0,0,0,1,18546,12000,2512.10107421875
2200,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,1444,121,0,0,1,0,0,0,0,1,21560,2200,824.54681396484375
9000,0,0,1,0,12,0,0,0,1,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,2401,144,0,0,0,0,0,1,0,1,638,9000,1153.7208251953125
3456,0,0,1,0,12,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,400,144,0,0,0,0,0,1,0,1,3227,3456,1153.7208251953125
2900,0,0,0,0,12,0,0,1,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,676,144,0,0,0,0,0,0,1,0,39138,2900,736.0614013671875
11000,0,0,0,1,12,0,0,1,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1936,144,0,0,0,0,0,0,1,0,35921,11000,736.0614013671875
15000,0,0,0,1,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,2401,144,0,0,1,0,0,0,0,1,9,15000,1392.8492431640625
680,0,0,0,0,7,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,1444,49,0,0,0,1,0,0,0,1,34726,680,822.32122802734375
1800,0,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,2209,144,0,1,0,0,0,0,0,1,3216,1800,4457.46826171875
2900,1,0,0,0,9,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,441,81,0,0,0,0,1,0,0,1,20448,2900,364.8136291503906
6500,0,0,0,1,11,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2116,121,0,0,0,0,1,0,0,1,14713,6500,903.70233154296875
12000,0,0,0,0,12,0,0,0,0,1,0,1,4,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,41,1681,144,0,0,0,0,0,0,0,1,21254,12000,2124.356201171875
10000,0,0,0,1,12,0,0,0,0,1,0,1,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1849,144,0,0,0,0,0,0,1,1,18750,10000,145.5517578125
2500,0,0,0,0,12,1,0,0,0,0,0,0,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,576,144,0,0,0,0,0,0,1,1,13401,2500,145.5517578125
5400,1,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,484,144,0,1,0,0,0,0,0,1,40421,5400,778.23223876953125
7880,0,1,0,0,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,961,144,0,0,0,0,1,0,1,1,1421,7880,881.59619140625
16500,0,1,0,1,12,0,0,0,0,0,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3025,144,0,0,0,0,1,0,1,1,25846,16500,881.59619140625
7000,0,1,0,0,12,0,0,0,0,1,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,625,144,0,0,0,0,1,0,1,1,37560,7000,881.59619140625
6500,0,0,0,0,12,0,0,0,0,0,0,1,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1225,144,0,0,0,0,0,0,0,1,4921,6500,1891.7889404296875
6800,1,0,0,0,12,0,0,0,0,0,0,1,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,1156,144,0,0,0,0,0,0,0,1,16307,6800,1891.7889404296875
12280,1,0,0,1,12,1,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1296,144,0,0,0,0,1,0,0,1,16397,12280,223.41452026367188
6000,1,0,0,0,12,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,1849,144,0,1,0,0,0,0,0,0,38707,6000,3237.6396484375
800,1,0,0,1,3,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,2809,9,0,0,1,0,0,0,0,1,30656,800,1626.5802001953125
2950,1,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,784,144,0,0,0,0,0,0,0,1,20984,2950,1554.4306640625
4500,1,0,0,0,12,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1296,144,0,0,0,0,0,1,1,1,38886,4500,533.76385498046875
600,0,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3025,100,0,0,1,0,0,0,1,0,9554,600,346.94952392578125
1400,0,0,0,0,12,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20,400,144,0,0,0,0,0,0,0,1,6764,1400,151.20755004882813
800,0,0,0,0,6,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1156,36,0,0,0,0,0,1,1,0,39061,800,140.57730102539063
2300,0,0,0,0,0,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,3844,0,0,0,1,0,0,0,0,0,36310,2300,2573.012939453125
3500,0,0,0,1,8,0,0,0,0,0,0,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2916,64,0,0,0,0,0,0,1,0,12928,3500,277.2652893066406
3427,1,0,0,1,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,441,100,0,0,1,0,0,0,0,1,36377,3427,1248.8436279296875
2100,1,0,0,0,6,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,3364,36,0,1,0,0,0,0,0,0,31079,2100,542.00628662109375
3000,0,0,0,1,10,0,0,0,0,0,0,0,5,25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,58,3364,100,0,0,0,0,0,0,0,1,21453,3000,1012.2023315429688
7000,0,0,0,0,12,0,0,0,0,0,0,0,5,25,0,0,1,0,0,1,0,0,0,0,0,0,0,1,34,1156,144,0,0,0,0,0,0,0,1,36254,7000,1012.2023315429688
28000,1,0,0,1,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37,1369,144,0,0,1,0,0,0,0,1,8700,28000,107.64751434326172
6000,0,0,0,0,0,0,0,0,0,0,0,1,8,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56,3136,0,0,0,0,1,0,0,0,1,10508,6000,285.1261291503906
3000,1,0,0,1,12,0,0,0,0,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1849,144,0,0,0,0,0,1,1,0,12550,3000,960.7845458984375
9500,1,0,1,0,10,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,400,100,0,1,0,0,0,0,0,1,28575,9500,1564.74267578125
18000,1,0,1,0,12,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,2209,144,0,1,0,0,0,0,0,1,6474,18000,1564.74267578125
9400,0,0,1,1,12,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1849,144,0,1,0,0,0,0,0,1,2971,9400,1564.74267578125
1200,1,0,0,0,10,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2916,100,0,0,0,0,0,1,1,0,36284,1200,724.2159423828125
2800,0,0,0,0,8,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2601,64,0,0,0,0,0,1,1,0,16059,2800,724.2159423828125
2700,0,0,0,0,11,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,729,121,0,0,0,0,0,1,1,0,38428,2700,724.2159423828125
3800,1,0,0,0,12,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,676,144,0,0,0,0,0,1,1,0,27444,3800,724.2159423828125
7500,1,0,0,0,12,0,0,0,0,0,0,0,6,36,0,0,1,0,0,0,1,0,0,0,0,0,1,1,27,729,144,0,0,0,0,0,0,0,0,25170,7500,308.3376770019531
