fwag,male,asian_indian,white,tradeunion,schooling,cert_nomat,dip_nomat,cert_mat,dip_mat,bachelors,honours,married,homerooms,homeroomssq,hhintmonth_5,hhintmonth_7,hhintmonth_10,hhintmonth_11,hhintmonth_12,province_2,province_3,province_4,province_6,province_7,province_8,province_9,geo2011_3,coloured,best_age_yrs,agesq,schoolingsq,bach_dip,hhintmonth_3,hhintmonth_4,hhintmonth_6,hhintmonth_8,hhintmonth_9,province_5,geo2011_2,ident,original,pesos
45000,0,0,1,0,12,0,0,0,0,0,0,0,6,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,61,3721,144,0,0,0,0,0,0,0,1,38544,45000,1347.9290771484375
3100,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,900,121,0,0,1,0,0,0,0,0,24208,3100,3246.2548828125
1400,0,0,0,0,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,576,121,0,0,1,0,0,0,1,0,33481,1400,430.4393310546875
11000,0,0,0,0,12,0,0,1,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,841,144,0,0,0,0,0,0,0,1,14845,11000,5347.13232421875
11000,1,0,0,1,12,0,0,0,1,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,1444,144,0,0,0,0,0,0,0,1,4541,11000,5347.13232421875
3000,1,1,0,0,10,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,676,100,0,0,0,0,0,1,1,0,18763,3000,1210.504150390625
1700,0,0,0,0,10,0,0,0,0,0,0,0,3,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29,841,100,0,0,0,0,0,0,0,1,3124,1700,327.4779968261719
12187,0,0,0,1,12,0,0,1,0,0,0,1,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,44,1936,144,0,0,0,0,0,0,0,1,14667,12187,81.26939392089844
6000,1,0,0,1,12,0,0,1,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,1225,144,0,0,0,0,0,0,0,1,26078,6000,81.26939392089844
8600,0,0,1,1,12,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,1936,144,0,0,0,0,1,0,0,1,23929,8600,3828.0986328125
7200,1,0,0,1,10,0,0,0,0,0,0,0,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,1089,100,0,0,0,0,0,0,1,0,16056,7200,287.7212219238281
7000,1,0,0,0,12,0,0,1,0,0,0,0,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,1681,144,0,0,0,0,0,0,1,0,5328,7000,287.7212219238281
2900,0,0,0,1,9,0,0,0,0,0,0,0,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,729,81,0,0,0,0,0,0,1,0,12198,2900,287.7212219238281
35000,1,0,1,1,12,0,0,0,1,0,0,1,6,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,50,2500,144,0,0,0,0,0,0,0,1,3938,35000,2015.979248046875
1400,0,0,1,0,10,0,0,0,0,0,0,1,6,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48,2304,100,0,0,0,0,0,0,0,1,12959,1400,2015.979248046875
2780,1,0,0,0,4,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,2601,16,0,0,0,0,0,1,0,0,4446,2780,246.53286743164063
12000,0,0,0,0,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,576,144,0,0,0,0,1,0,1,1,38642,12000,1698.315185546875
10000,0,0,1,0,12,0,0,0,0,0,0,1,7,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,1369,144,1,0,0,0,0,1,0,1,7331,10000,1084.8228759765625
2700,1,0,0,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,784,144,0,0,0,1,0,0,1,0,4566,2700,749.73809814453125
750,1,0,0,0,11,0,0,0,0,0,0,0,5,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46,2116,121,0,0,0,0,0,0,0,0,10779,750,6808.18505859375
2000,1,0,0,0,12,1,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,576,144,0,0,0,0,0,0,0,1,35315,2000,860.69866943359375
1200,0,0,0,0,6,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,45,2025,36,0,0,0,0,0,0,0,1,1875,1200,860.69866943359375
2700,0,0,0,0,10,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,1681,100,0,0,0,0,0,0,0,1,20056,2700,494.17620849609375
4800,1,0,0,0,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1600,144,0,1,0,0,0,0,0,1,38136,4800,151.93423461914063
7800,1,0,0,1,12,0,0,1,0,0,0,1,4,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,43,1849,144,0,0,0,0,0,0,0,0,1957,7800,1492.7373046875
8200,1,0,0,1,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,625,144,0,0,0,0,0,0,0,1,19570,8200,1039.1517333984375
2793,0,0,0,1,11,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,625,121,0,0,0,0,0,0,0,1,8351,2793,1039.1517333984375
2000,1,0,0,1,11,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,729,121,0,0,1,0,0,0,0,1,31353,2000,1017.6253051757813
3400,1,0,0,1,12,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,400,144,0,0,1,0,0,0,0,1,36934,3400,1017.6253051757813
2800,0,0,0,1,10,0,0,0,0,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2025,100,0,0,0,0,0,1,1,0,2814,2800,534.0797119140625
33500,1,0,0,1,12,0,0,0,1,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,1849,144,0,0,1,0,0,0,0,1,31205,33500,3122.22021484375
17000,0,0,0,1,12,0,0,0,1,0,0,0,4,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,48,2304,144,0,0,0,0,0,0,0,1,19101,17000,301.177978515625
15000,1,0,1,0,12,0,1,0,0,0,0,1,8,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,48,2304,144,0,0,0,0,0,0,0,1,9396,15000,2887.137939453125
4000,1,0,1,0,9,0,0,0,0,0,0,0,8,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,24,576,81,0,0,0,0,0,0,0,1,34642,4000,2887.137939453125
6800,0,0,1,0,12,1,0,0,0,0,0,1,8,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,45,2025,144,0,0,0,0,0,0,0,1,18688,6800,2887.137939453125
1400,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2601,0,0,1,0,0,0,0,1,1,4387,1400,201.46424865722656
2600,0,0,0,0,11,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,961,121,0,0,0,0,0,0,0,0,30794,2600,3044.63916015625
54000,1,0,1,0,12,0,0,0,0,0,0,1,8,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,3025,144,0,0,0,0,0,0,1,1,15975,54000,875.4522705078125
9300,0,0,0,1,12,0,0,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,1681,144,0,0,0,0,0,1,0,1,15806,9300,1334.6397705078125
4600,1,0,0,0,12,0,0,1,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19,361,144,0,0,0,0,0,0,0,1,82,4600,1243.815185546875
4300,1,0,0,0,9,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,400,81,0,0,1,0,0,0,0,1,23505,4300,5802.041015625
22000,0,0,0,0,12,0,0,1,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,529,144,0,0,1,0,0,0,0,1,36617,22000,5802.041015625
710,0,0,0,0,0,0,0,0,0,0,0,1,4,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,47,2209,0,0,0,0,0,0,0,0,1,7161,710,284.4967041015625
9000,1,0,0,1,12,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52,2704,144,0,0,0,0,0,0,0,1,27363,9000,3571.40478515625
22000,1,0,0,0,12,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31,961,144,0,0,0,0,0,0,0,1,33767,22000,17783.189453125
3500,1,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1024,100,0,0,0,1,0,0,0,1,34473,3500,1402.972412109375
11000,1,0,0,0,12,0,0,0,0,0,0,1,5,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,43,1849,144,0,0,0,0,0,0,0,1,9148,11000,1987.2806396484375
1600,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3136,0,0,0,0,0,1,0,1,0,39439,1600,333.09014892578125
2000,0,0,0,0,12,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31,961,144,0,0,0,0,0,0,0,1,15980,2000,838.1300048828125
688,0,0,0,0,11,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,0,0,0,0,1,0,0,0,54,2916,121,0,0,0,0,0,0,0,1,28191,688,838.1300048828125
3200,0,0,0,0,12,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,35,1225,144,0,0,1,0,0,0,0,0,16261,3200,9774.3544921875
2200,0,0,0,0,12,0,0,0,0,0,0,1,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,1369,144,0,0,0,0,1,0,0,0,9443,2200,999.7413330078125
6000,1,0,0,0,12,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,729,144,0,0,1,0,0,0,0,1,4786,6000,3044.1083984375
3311,1,0,0,0,9,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,529,81,0,0,1,0,0,0,0,1,11650,3311,3044.1083984375
3000,1,0,0,0,9,0,0,0,0,0,0,0,5,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,441,81,0,0,0,0,0,0,0,1,37310,3000,282.4550476074219
4500,1,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,676,144,0,0,0,1,0,0,0,1,17897,4500,334.63494873046875
2500,0,0,0,0,2,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,2809,4,0,0,0,0,1,0,0,1,18422,2500,1312.386962890625
6000,0,0,0,0,12,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,625,144,0,0,0,0,1,0,0,1,15230,6000,1312.386962890625
18000,1,0,0,1,12,0,0,0,0,0,0,0,5,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,41,1681,144,1,0,0,0,0,0,0,1,7542,18000,2694.262451171875
2600,0,0,0,0,5,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1849,25,0,0,0,0,0,0,0,1,40555,2600,1278.310791015625
3000,1,0,0,0,10,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,50,2500,100,0,0,0,1,0,0,0,1,39017,3000,821.93450927734375
4600,0,0,0,0,8,0,0,0,0,0,0,0,6,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,60,3600,64,0,0,0,0,0,0,0,0,22201,4600,1011.85791015625
3500,1,0,0,1,10,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2209,100,0,0,0,0,0,0,0,1,34081,3500,317.78607177734375
11000,1,0,0,0,11,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,529,121,0,0,0,0,0,0,0,0,31693,11000,1008.0130615234375
8500,1,0,0,0,12,0,0,1,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,900,144,0,1,0,0,0,0,1,0,13280,8500,807.5469970703125
7000,1,0,0,1,10,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,729,100,0,0,0,0,0,0,0,1,5303,7000,2573.8095703125
4500,1,0,0,0,10,0,0,0,0,0,0,1,7,49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,400,100,0,0,0,0,0,0,0,1,24112,4500,5932.5478515625
4000,1,0,0,0,11,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,729,121,0,1,0,0,0,0,0,0,2086,4000,3960.958984375
600,1,0,0,0,9,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,31,961,81,0,0,0,0,0,0,0,1,19953,600,780.82672119140625
2500,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3249,9,0,0,0,0,1,0,1,0,33652,2500,1392.71923828125
20000,1,0,0,1,12,0,0,0,0,1,0,1,8,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,1369,144,0,0,1,0,0,0,0,0,27605,20000,2021.496337890625
18000,0,0,0,1,12,0,0,0,0,1,0,1,8,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1444,144,0,0,1,0,0,0,0,0,34295,18000,2021.496337890625
5900,0,0,0,0,11,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,784,121,0,0,1,0,0,0,1,1,25999,5900,1808.100830078125
2000,1,0,0,0,4,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,2500,16,0,0,1,0,0,0,0,0,9920,2000,776.0146484375
1200,0,0,0,0,10,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,1936,100,0,0,1,0,0,0,0,0,26538,1200,776.0146484375
3000,1,0,0,0,9,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,784,81,0,0,1,0,0,0,0,0,12734,3000,776.0146484375
3000,1,0,0,0,11,0,0,0,0,0,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,23,529,121,0,0,0,0,0,0,0,0,14458,3000,2342.99560546875
2300,1,0,0,0,6,0,0,0,0,0,0,1,3,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,44,1936,36,0,0,0,0,0,0,0,0,127,2300,2342.99560546875
2100,0,0,0,0,8,0,0,0,0,0,0,1,3,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,48,2304,64,0,0,0,0,0,0,0,0,17810,2100,2342.99560546875
2769,0,0,0,1,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,1156,121,0,0,1,0,0,0,0,0,17037,2769,2536.5341796875
3000,0,0,0,0,12,0,0,1,0,0,0,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1225,144,0,1,0,0,0,0,0,0,17887,3000,2552.025390625
8500,0,0,1,0,12,0,0,0,0,0,0,1,5,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,2025,144,0,0,0,0,0,1,0,1,22619,8500,1032.2545166015625
2000,1,0,0,0,12,1,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,784,144,0,0,0,1,0,0,0,1,6651,2000,38.51377868652344
2200,0,0,0,1,11,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,1089,121,0,0,0,0,0,0,0,1,20870,2200,8895.44921875
1500,0,0,0,0,11,0,0,0,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,1600,121,0,1,0,0,0,0,0,0,29939,1500,904.44000244140625
3400,1,0,0,0,12,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1296,144,0,0,0,1,0,0,0,1,3069,3400,1484.1680908203125
1800,0,0,0,0,11,0,0,0,0,0,0,1,6,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,961,121,0,0,0,1,0,0,0,1,19403,1800,1484.1680908203125
2500,1,0,0,0,4,0,0,0,0,0,0,1,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3844,16,0,1,0,0,0,0,1,0,2241,2500,503.98614501953125
1800,1,0,0,0,12,0,0,0,0,0,0,0,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,784,144,0,0,0,0,0,0,1,0,9400,1800,692.89654541015625
1500,0,0,0,0,9,0,0,0,0,0,0,0,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3025,81,0,0,0,0,0,0,1,0,22884,1500,692.89654541015625
8000,1,1,0,0,12,0,0,0,0,0,0,1,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,1444,144,0,0,0,0,0,0,1,1,4440,8000,2969.05615234375
5826,1,0,0,1,9,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1600,81,0,0,0,0,1,0,0,1,9171,5826,1017.056640625
1500,0,0,0,0,5,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2500,25,0,1,0,0,0,0,1,1,29202,1500,250.43325805664063
4200,1,0,0,0,12,0,0,0,0,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1156,144,0,0,0,1,0,0,0,1,15436,4200,560.3822021484375
30000,0,0,1,0,12,0,0,0,0,1,0,1,6,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,42,1764,144,0,0,0,0,0,0,0,1,37411,30000,1133.961669921875
15000,1,0,1,1,12,0,0,0,0,0,0,1,6,36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,45,2025,144,0,0,0,0,0,0,0,1,20929,15000,1133.961669921875
5150,0,0,0,1,12,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1600,144,0,0,0,0,0,0,0,1,2286,5150,664.982177734375
1000,1,0,0,0,12,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,400,144,0,0,0,0,0,0,0,1,9063,1000,664.982177734375
11000,0,0,1,0,12,0,0,0,0,0,1,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,900,144,0,0,1,0,0,0,0,1,23844,11000,4907.6533203125
3600,1,0,0,0,12,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,900,144,0,0,0,0,0,1,1,0,8040,3600,859.8853759765625
2000,0,0,0,1,9,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,54,2916,81,0,0,0,0,0,0,0,1,40535,2000,1025.2254638671875
4000,1,0,0,0,11,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,34,1156,121,0,0,0,0,0,0,0,1,2669,4000,1025.2254638671875
4500,1,0,0,1,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,576,81,0,0,0,0,0,1,0,1,11442,4500,549.6207275390625
3100,0,0,0,0,12,1,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1225,144,0,0,0,0,0,1,1,1,17410,3100,661.75921630859375
1200,1,0,0,0,9,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,2916,81,0,0,1,0,0,0,0,1,39989,1200,142.15025329589844
6000,1,0,0,0,11,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,1225,121,0,0,0,0,1,0,0,1,30246,6000,760.095458984375
9000,1,1,0,1,12,0,0,0,0,0,0,1,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,2209,144,0,0,0,0,0,0,1,1,39361,9000,5989.30810546875
300,0,0,0,0,12,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33,1089,144,0,0,0,0,0,0,0,1,9134,300,5977.2958984375
2770,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41,1681,36,0,0,0,0,0,0,0,1,16698,2770,343.9651184082031
3230,1,0,0,0,7,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,35,1225,49,0,0,0,0,0,0,0,1,36035,3230,343.9651184082031
2800,1,0,0,0,10,0,0,0,0,0,0,1,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,900,100,0,0,0,0,0,0,0,1,2885,2800,749.07958984375
3000,0,0,0,0,11,0,0,0,0,0,0,1,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,38,1444,121,0,0,0,0,0,0,0,1,7122,3000,749.07958984375
500,1,0,0,0,7,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4356,49,0,0,0,0,0,0,1,0,6529,500,1544.5523681640625
2000,0,0,0,1,11,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,441,121,0,0,0,0,0,1,0,1,19400,2000,31.716812133789063
2040,1,0,0,0,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,729,144,0,1,0,0,0,0,1,1,19776,2040,2927.1943359375
15000,0,0,0,0,12,0,0,0,0,1,0,0,7,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,2601,144,0,0,0,0,0,0,0,0,9426,15000,454.0806884765625
2500,0,0,0,0,7,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,1849,49,0,1,0,0,0,0,0,1,15106,2500,697.62628173828125
19000,1,0,0,1,11,0,0,0,0,0,0,1,5,25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,60,3600,121,0,0,0,0,0,0,0,1,26455,19000,774.96722412109375
3000,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26,676,64,0,0,0,0,0,0,0,1,25056,3000,638.55865478515625
2500,0,0,0,0,10,0,0,0,0,0,0,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,2304,100,0,0,1,0,0,0,0,1,33525,2500,1912.3323974609375
1900,0,0,0,0,12,0,0,1,0,0,0,0,4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,676,144,0,0,1,0,0,0,0,1,6525,1900,1912.3323974609375
9000,0,0,0,1,12,0,0,1,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1296,144,0,0,0,0,0,0,0,1,34233,9000,2833.202392578125
4500,0,0,0,0,12,0,0,0,0,0,0,1,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,3364,144,0,0,0,0,0,0,0,1,4640,4500,2833.202392578125
12000,0,0,0,1,12,0,0,1,0,0,0,1,4,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,36,1296,144,0,0,0,0,0,0,0,0,16807,12000,1219.0244140625
6000,1,1,0,0,12,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,729,144,0,1,0,0,0,0,0,1,18391,6000,375.6125183105469
2370,1,0,0,0,9,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,961,81,0,1,0,0,0,0,0,1,40172,2370,1028.708251953125
2380,0,0,0,0,12,1,0,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,676,144,0,1,0,0,0,0,0,1,34683,2380,1028.708251953125
1500,0,0,0,0,8,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,324,64,0,0,0,0,0,0,0,1,6857,1500,1072.6419677734375
4600,1,0,0,0,8,0,0,0,0,0,0,1,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1156,64,0,0,0,0,0,0,0,1,24638,4600,3699.135498046875
3300,1,0,0,0,11,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,676,121,0,0,0,0,0,0,1,0,3912,3300,966.92633056640625
4900,0,0,0,0,12,0,0,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2304,144,0,0,0,0,0,0,1,0,5140,4900,966.92633056640625
4900,0,0,0,0,12,0,0,1,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1024,144,0,0,0,0,0,0,1,0,29213,4900,966.92633056640625
10000,1,0,0,1,12,0,0,0,0,0,0,1,6,36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1600,144,0,0,0,0,0,0,0,1,9175,10000,94.75701904296875
2500,1,0,0,0,12,0,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,625,144,0,0,0,0,1,0,1,1,10707,2500,526.27508544921875
16600,1,0,0,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,676,144,0,1,0,0,0,0,0,1,40525,16600,2454.792236328125
15100,0,0,0,1,12,0,0,0,0,1,0,0,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,676,144,0,0,0,0,0,0,1,1,15942,15100,570.650146484375
5000,0,1,0,0,12,0,0,0,1,0,0,1,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,2809,144,0,0,0,0,0,0,1,1,18725,5000,1174.3455810546875
17000,1,1,0,0,12,0,0,0,0,1,0,0,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,625,144,0,0,0,0,0,0,1,1,2305,17000,1174.3455810546875
3500,1,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,1156,49,0,0,0,0,0,1,0,1,29252,3500,3733.66943359375
9700,0,0,0,0,12,0,0,1,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2209,144,0,0,1,0,0,0,0,1,30478,9700,8441.1240234375
6000,1,0,0,0,12,0,0,0,0,0,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,3364,144,0,0,1,0,0,0,0,1,30631,6000,8441.1240234375
5500,0,0,1,0,12,0,0,0,1,0,0,1,6,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,2916,144,0,0,0,0,0,0,0,1,12904,5500,536.25738525390625
2500,0,0,0,0,8,0,0,0,0,0,0,1,7,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,3481,64,0,0,0,0,0,0,0,0,4311,2500,1089.1761474609375
